NPC;-QTY;24;-95;47.86172;Transporteers;Hunu;6h 57m 24s ;25044.14
NPC;+STOCK;186;128;46.41443;Biomate University;Void Starcross;7h 47m 19s ;28039.67
NPC;+STOCK;368;138;27.92668;Lammassu Financial;Void Starcross;7h 47m 19s ;28039.67
NPC;+STOCK;562;101;47.9133;StarGypsy Warehouse;Void Starcross;7h 47m 19s ;28039.67
NPC;+STOCK;228;107;29.61725;Starbase Corporate Center;Void Starcross;7h 47m 19s ;28039.67
NPC;+STOCK;159;142;36.35017;Proctors Center;Void Starcross;7h 47m 19s ;28039.67
NPC;+STOCK;309;123;45.68003;Biomate University;Void Starcross;13h 56m 14s ;50174.25
NPC;-PRICE;168;0;48.87813;CoraVault;Lins;14h 47m 2s ;53222.26
NPC;-QTY;480;-82;47.70088;StarGypsy Warehouse;Void Starcross;15h 18m 9s ;55089.98
NPC;+QTY;167;88;40.02733;Horizons;Gate of Alpharis;15h 31m 43s ;55903.28
NPC;+QTY;213;149;35.6208;Daemon Ammunitions;Starfort Ramos;15h 31m 43s ;55903.28
